epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.954839289188385,0.40542352199554443,0.6072427034378052,1e-04,0.7879421710968018,0.9628415107727051,0.9409003853797913,0.9883325695991516,0.9785628914833069,0.5827763676643372,0.4475208520889282,0.8526908755302429,0.978509247303009,0.9779754877090454,0.9928398132324219
1,0.9771870374679565,0.6224370002746582,0.39847227931022644,1e-04,0.8405543565750122,0.9771773219108582,0.9766814112663269,0.9923936724662781,0.9825349450111389,0.6630234718322754,0.3762722611427307,0.8419091701507568,0.9823290109634399,0.9821942448616028,0.9941133260726929
2,0.9814833998680115,0.6621596217155457,0.36199498176574707,1e-04,0.8647561073303223,0.9813476800918579,0.9810965657234192,0.9937843084335327,0.9862112402915955,0.6848176121711731,0.34500759840011597,0.9204142689704895,0.9860597848892212,0.9858821034431458,0.9953545928001404
3,0.9852979779243469,0.7069612741470337,0.325560599565506,1e-04,0.8859561085700989,0.985099196434021,0.9849739074707031,0.99503493309021,0.9868317246437073,0.7214521169662476,0.31505832076072693,0.8971961736679077,0.9865999817848206,0.9865413308143616,0.9955362677574158
4,0.9823665618896484,0.7059063911437988,0.337754487991333,1e-04,0.8798643350601196,0.9821701645851135,0.9820814728736877,0.9940590262413025,0.9789909720420837,0.6359599828720093,0.4807945191860199,0.9743716716766357,0.9789308905601501,0.9789363145828247,0.9929808378219604
5,0.978981614112854,0.6449772119522095,0.4047675132751465,1e-04,0.8602392077445984,0.9787610173225403,0.9787127375602722,0.9929226636886597,0.9726616144180298,0.7075648307800293,0.3272309899330139,0.8492944240570068,0.9724595546722412,0.9724715352058411,0.990821123123169
6,0.98583984375,0.7514042854309082,0.27613210678100586,2e-05,0.892891526222229,0.9856022000312805,0.9855963587760925,0.995201826095581,0.9875988364219666,0.7774993777275085,0.23966754972934723,0.9164899587631226,0.987351655960083,0.9873539805412292,0.9957878589630127
7,0.9874317646026611,0.7753072381019592,0.2391541749238968,2e-05,0.8919855356216431,0.9871729016304016,0.9871686697006226,0.9957265257835388,0.9873570203781128,0.7741374373435974,0.24063217639923096,0.8965691924095154,0.9871071577072144,0.9871029853820801,0.9957038760185242
8,0.9878715872764587,0.7844731211662292,0.22719526290893555,2e-05,0.8956145644187927,0.9876178503036499,0.987613320350647,0.995874285697937,0.9881120324134827,0.7914862036705017,0.22107838094234467,0.8990088105201721,0.9878791570663452,0.9878905415534973,0.9959602952003479
9,0.9877729415893555,0.7857611179351807,0.22785170376300812,2e-05,0.9035125970840454,0.9875196814537048,0.9875190258026123,0.9958416819572449,0.9858733415603638,0.7834575772285461,0.23443293571472168,0.9063987731933594,0.9856702089309692,0.9856866002082825,0.9952250719070435
10,0.9882709383964539,0.784395158290863,0.22953815758228302,2e-05,0.9045430421829224,0.988028347492218,0.9880329966545105,0.9960123896598816,0.9867993593215942,0.7909565567970276,0.22418293356895447,0.8794381618499756,0.9865512847900391,0.9865662455558777,0.9955174922943115
11,0.9896272420883179,0.8046272993087769,0.20654137432575226,4e-06,0.9083034992218018,0.9893659353256226,0.9893696904182434,0.9964568018913269,0.9891072511672974,0.8047508001327515,0.2085874229669571,0.9263935089111328,0.9888637065887451,0.9888794422149658,0.9962895512580872
12,0.989488422870636,0.8082894086837769,0.20535820722579956,4e-06,0.9153671860694885,0.9892362356185913,0.989237904548645,0.9964131712913513,0.9896079301834106,0.8105499148368835,0.2018178552389145,0.9257951974868774,0.989357054233551,0.9893707036972046,0.9964536428451538
13,0.9894482493400574,0.8090473413467407,0.20075152814388275,4e-06,0.9141006469726562,0.9891901016235352,0.9891942739486694,0.9963980913162231,0.9894856810569763,0.8117946982383728,0.20116069912910461,0.9178924560546875,0.9892287254333496,0.9892401099205017,0.9964113831520081
14,0.9895086288452148,0.8120877146720886,0.19873975217342377,4e-06,0.913092851638794,0.9892370700836182,0.9892382621765137,0.9964147806167603,0.9897211790084839,0.8110410571098328,0.20063899457454681,0.9334595203399658,0.9894779324531555,0.9894945025444031,0.9964948892593384
15,0.9896630644798279,0.8087673187255859,0.2008386254310608,4e-06,0.9160295128822327,0.9894015789031982,0.9894057512283325,0.9964683055877686,0.9896158576011658,0.8129016160964966,0.19983521103858948,0.9236403703689575,0.9893665313720703,0.9893826246261597,0.996457040309906
16,0.9892958998680115,0.8043636083602905,0.20448970794677734,4e-06,0.920985758304596,0.9890387058258057,0.9890473484992981,0.9963473081588745,0.9898017644882202,0.8135474324226379,0.19788581132888794,0.9263507723808289,0.9895533919334412,0.9895695447921753,0.9965189099311829
17,0.9898659586906433,0.8106666207313538,0.19943353533744812,4e-06,0.9228729009628296,0.9896066188812256,0.9896146059036255,0.9965375661849976,0.9894949197769165,0.8100172281265259,0.20121558010578156,0.9298436641693115,0.9892564415931702,0.989274799823761,0.996421217918396
