epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.8926898837089539,0.3632335960865021,0.6549977660179138,1e-04,0.6532108783721924,0.9244498014450073,0.8514330387115479,0.9825662970542908,0.9057086110115051,0.39653390645980835,0.6137771606445312,0.8357126712799072,0.9175260663032532,0.8976011872291565,0.9730518460273743
1,0.929059624671936,0.4722486734390259,0.5414779186248779,1e-04,0.6174556016921997,0.934637188911438,0.9257339239120483,0.9785116910934448,0.9331216216087341,0.5209503173828125,0.49383535981178284,0.7165154218673706,0.9346451759338379,0.9312005043029785,0.9783220887184143
2,0.9410679936408997,0.517957866191864,0.4980148375034332,1e-04,0.7099243998527527,0.9428589344024658,0.93937748670578,0.9810526967048645,0.9476673007011414,0.552072286605835,0.45575207471847534,0.38318514823913574,0.9496955871582031,0.945877194404602,0.9833229780197144
3,0.9476867318153381,0.5452014207839966,0.46907758712768555,1e-04,0.7026171684265137,0.9488677978515625,0.9463797211647034,0.9830174446105957,0.9527679681777954,0.5687301754951477,0.4463443458080292,0.7778162360191345,0.9531539678573608,0.9517715573310852,0.9844181537628174
4,0.9528248310089111,0.5688166618347168,0.4486532211303711,1e-04,0.7470415234565735,0.9533867835998535,0.9518280625343323,0.9844996929168701,0.9569746851921082,0.5848758816719055,0.42399224638938904,0.8121193647384644,0.9578476548194885,0.9557493925094604,0.9859917163848877
5,0.9555855393409729,0.5802735686302185,0.4348068833351135,1e-04,0.7746950387954712,0.956078827381134,0.9546447396278381,0.9853898882865906,0.9543299078941345,0.5898676514625549,0.43388885259628296,0.796203076839447,0.9543287754058838,0.9538171291351318,0.9847832322120667
6,0.9600775837898254,0.6041643023490906,0.4101235866546631,1e-04,0.7342169284820557,0.9604171514511108,0.9592607617378235,0.9868276119232178,0.9666557908058167,0.5969290137290955,0.4141829013824463,0.8135676980018616,0.9671642184257507,0.9657695293426514,0.9890643954277039
7,0.9594113230705261,0.6027671098709106,0.41112443804740906,1e-04,0.7476037740707397,0.9597044587135315,0.9586327075958252,0.9865868091583252,0.961178183555603,0.6056369543075562,0.40098094940185547,0.7937544584274292,0.9615257382392883,0.9603469967842102,0.9871930480003357
8,0.9626208543777466,0.6154482960700989,0.39975786209106445,1e-04,0.7607738971710205,0.9627973437309265,0.961950421333313,0.9876168966293335,0.9399155378341675,0.6011241674423218,0.4129711091518402,0.7510038614273071,0.9405372142791748,0.9391995668411255,0.9802348613739014
9,0.9641803503036499,0.6311262249946594,0.38564348220825195,1e-04,0.7668557167053223,0.964302122592926,0.9635695815086365,0.9881137013435364,0.9696514010429382,0.6386837959289551,0.3773074150085449,0.798760175704956,0.9695842266082764,0.9691048264503479,0.9898673295974731
10,0.964158833026886,0.6278483867645264,0.38857197761535645,1e-04,0.6782627105712891,0.9642638564109802,0.9635761976242065,0.988101065158844,0.9675976634025574,0.6404021382331848,0.36898890137672424,0.7457651495933533,0.9676552414894104,0.9670188426971436,0.989226222038269
11,0.9674367904663086,0.6419172883033752,0.3738786578178406,1e-04,0.713075578212738,0.9674564003944397,0.9669250845909119,0.9891611337661743,0.9612654447555542,0.6418962478637695,0.37263065576553345,0.8019647598266602,0.9614595174789429,0.9606574773788452,0.9871706962585449
12,0.9654439687728882,0.6313610672950745,0.3826047480106354,1e-04,0.6410448551177979,0.9655620455741882,0.964876651763916,0.9885338544845581,0.9553631544113159,0.6114851236343384,0.39601075649261475,0.42852553725242615,0.9555631875991821,0.954649031162262,0.9852033257484436
