epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9181733727455139,0.32728031277656555,0.6906133890151978,1e-04,0.695771336555481,0.9299243688583374,0.856889545917511,0.9839509129524231,0.9257218241691589,0.4081510603427887,0.598405122756958,0.37656038999557495,0.9307568073272705,0.9205024838447571,0.9771953225135803
1,0.93929523229599,0.44636622071266174,0.5766687393188477,1e-04,0.6309909224510193,0.9421337842941284,0.9373736381530762,0.9809014201164246,0.9644856452941895,0.4735731780529022,0.5490231513977051,0.8063583970069885,0.9665273427963257,0.9620729088783264,0.9889207482337952
2,0.9523212313652039,0.503206729888916,0.5175411105155945,1e-04,0.5979843139648438,0.953591525554657,0.9512428641319275,0.984610378742218,0.9655486941337585,0.5041224956512451,0.5348622798919678,0.3765369653701782,0.9661771655082703,0.9646862149238586,0.9888027310371399
3,0.9572208523750305,0.516321063041687,0.5026649236679077,1e-04,0.5458433628082275,0.9583432078361511,0.956231415271759,0.9861781001091003,0.952746570110321,0.5319578051567078,0.4945394992828369,0.3766772747039795,0.953025758266449,0.9521612524986267,0.9843779802322388
4,0.9611835479736328,0.5380642414093018,0.48378631472587585,1e-04,0.46451646089553833,0.9619272351264954,0.9603578448295593,0.9873495697975159,0.9480494856834412,0.5085830092430115,0.498724102973938,0.3765232563018799,0.9500237107276917,0.9469276070594788,0.9834612011909485
5,0.9630905985832214,0.5528361201286316,0.468936562538147,1e-04,0.5095678567886353,0.963779091835022,0.9623406529426575,0.9879599809646606,0.9660913944244385,0.5621236562728882,0.4485622048377991,0.3785519301891327,0.9668092727661133,0.9652881026268005,0.9889711141586304
6,0.9641470313072205,0.5631510615348816,0.4605487585067749,1e-04,0.4598734676837921,0.9646022915840149,0.9635002613067627,0.9882273077964783,0.9414989948272705,0.5265526175498962,0.48118284344673157,0.3763428032398224,0.9443438649177551,0.9401554465293884,0.9816381335258484
7,0.9685071706771851,0.581706702709198,0.439756840467453,1e-04,0.5261417031288147,0.968720555305481,0.9679636359214783,0.9895906448364258,0.9580675363540649,0.5712577700614929,0.4451886713504791,0.42473500967025757,0.9592234492301941,0.9569323658943176,0.9864718317985535
8,0.9670218229293823,0.585560142993927,0.4402872920036316,1e-04,0.5860315561294556,0.9673205018043518,0.9664725661277771,0.9891281723976135,0.9725853800773621,0.610277533531189,0.43259701132774353,0.3846376836299896,0.972498893737793,0.9722815155982971,0.9908382296562195
9,0.9726030826568604,0.6082420945167542,0.41837194561958313,1e-04,0.7129876613616943,0.9726861119270325,0.9721689820289612,0.9909050464630127,0.9772194027900696,0.6137218475341797,0.43724533915519714,0.7778251767158508,0.977137565612793,0.976963460445404,0.9923804998397827
10,0.9703443050384521,0.6062900424003601,0.42006629705429077,1e-04,0.7006621956825256,0.9704397320747375,0.9699167013168335,0.9901570081710815,0.9699434041976929,0.6109256148338318,0.43073153495788574,0.8138525485992432,0.9705873131752014,0.9694972038269043,0.9902458190917969
11,0.9730091094970703,0.6135987639427185,0.414679616689682,1e-04,0.772394061088562,0.9731085300445557,0.9725862145423889,0.9910487532615662,0.9738545417785645,0.5976485013961792,0.4489766061306,0.8123528957366943,0.9738519191741943,0.9735776782035828,0.9912901520729065
12,0.9750721454620361,0.6248557567596436,0.4012758731842041,1e-04,0.7585752010345459,0.9751272797584534,0.9746995568275452,0.9917199611663818,0.9678475856781006,0.609535813331604,0.42586901783943176,0.4291665256023407,0.9678317904472351,0.9675140380859375,0.9892851114273071
13,0.9740734100341797,0.6147717833518982,0.4147113859653473,1e-04,0.7150862216949463,0.9740703105926514,0.9737399816513062,0.991364061832428,0.9803652763366699,0.6308220624923706,0.40961650013923645,0.8043311238288879,0.9803727269172668,0.9800437688827515,0.9934606552124023
14,0.9738962054252625,0.6249318718910217,0.4082798361778259,1e-04,0.6747841238975525,0.9739145636558533,0.973545253276825,0.991313636302948,0.9728134274482727,0.6326283812522888,0.41806378960609436,0.7687124013900757,0.9727612137794495,0.9725185632705688,0.990928590297699
15,0.9747950434684753,0.628836989402771,0.3970213234424591,1e-04,0.7878196835517883,0.974783718585968,0.9744600653648376,0.9916013479232788,0.9717409610748291,0.6151778697967529,0.4061504006385803,0.7929821014404297,0.9718827605247498,0.9713270664215088,0.9906440377235413
16,0.9729433059692383,0.6217899918556213,0.40604883432388306,1e-04,0.7665383815765381,0.9729589819908142,0.97259920835495,0.9909946918487549,0.975576639175415,0.6426541805267334,0.4200492203235626,0.7936222553253174,0.9754670262336731,0.9753847122192383,0.9918250441551208
