epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.960906445980072,0.43747955560684204,0.5804930329322815,1e-04,0.785690188407898,0.9680959582328796,0.9502899646759033,0.9898139238357544,0.967519223690033,0.5488331317901611,0.4559357464313507,0.8462105989456177,0.9684582948684692,0.966204822063446,0.9894964098930359
1,0.9745990633964539,0.5941333174705505,0.4143976867198944,1e-04,0.8360418677330017,0.9746766686439514,0.9738482236862183,0.9915632605552673,0.9777846932411194,0.6167938709259033,0.38803336024284363,0.9049910306930542,0.9776192903518677,0.9773374795913696,0.992542564868927
2,0.9796651005744934,0.6538034081459045,0.36166566610336304,1e-04,0.8476182818412781,0.9795169234275818,0.9791725873947144,0.9931747317314148,0.9844934344291687,0.6731266975402832,0.35562488436698914,0.9400138854980469,0.9842544794082642,0.9841821789741516,0.9947531223297119
3,0.9814925193786621,0.6624605655670166,0.3578845262527466,1e-04,0.8919494152069092,0.9812955856323242,0.9810450673103333,0.9937676191329956,0.9797200560569763,0.6765186786651611,0.3479071855545044,0.8775839805603027,0.9794955849647522,0.9792936444282532,0.9931675791740417
4,0.9839550852775574,0.6934531927108765,0.3401530086994171,1e-04,0.8728436827659607,0.9837297797203064,0.9835595488548279,0.9945786595344543,0.9848708510398865,0.6953131556510925,0.33838409185409546,0.5609239935874939,0.9846270680427551,0.9844911098480225,0.9948778748512268
5,0.9838303327560425,0.7028225660324097,0.3284137547016144,1e-04,0.8801584839820862,0.9836055040359497,0.983422040939331,0.9945372343063354,0.985129177570343,0.717664361000061,0.32335710525512695,0.882888674736023,0.9848306775093079,0.9846932888031006,0.9949451088905334
6,0.9828605651855469,0.7065761089324951,0.3288649618625641,1e-04,0.9239487648010254,0.9826464653015137,0.9824877977371216,0.9942178130149841,0.9878376722335815,0.7306028008460999,0.3135633170604706,0.940815806388855,0.9875979423522949,0.987506628036499,0.995867908000946
7,0.9867744445800781,0.7358773350715637,0.30337703227996826,1e-04,0.9438080191612244,0.9865409731864929,0.9864623546600342,0.9955154657363892,0.9796569347381592,0.6814327836036682,0.3551037311553955,0.9534324407577515,0.9795128703117371,0.9794920086860657,0.9931715130805969
8,0.9787701964378357,0.6798514723777771,0.3707820475101471,1e-04,0.9171258807182312,0.9785267114639282,0.9784912467002869,0.9928457140922546,0.9702392816543579,0.5716074705123901,0.5250450372695923,0.8803422451019287,0.969985842704773,0.9700021743774414,0.9899970889091492
9,0.9839044809341431,0.737029492855072,0.28632262349128723,2e-05,0.9221111536026001,0.9836114048957825,0.9835912585258484,0.9945400357246399,0.9868048429489136,0.7793852090835571,0.2371746301651001,0.9467164874076843,0.9865334033966064,0.9865378141403198,0.995514452457428
10,0.9859355092048645,0.758887529373169,0.2626853883266449,2e-05,0.9276642799377441,0.9856482744216919,0.985639214515686,0.9952176213264465,0.9872722029685974,0.7841299176216125,0.2347230464220047,0.9305850267410278,0.9869752526283264,0.9869833588600159,0.995661199092865
11,0.987596333026886,0.7905451059341431,0.22524093091487885,2e-05,0.9272927641868591,0.9873033761978149,0.9873037934303284,0.9957690238952637,0.9876474738121033,0.7942323684692383,0.22037503123283386,0.9329956769943237,0.987366795539856,0.9873775839805603,0.9957898855209351
12,0.9881478548049927,0.7958969473838806,0.21679207682609558,2e-05,0.9320409297943115,0.9878538846969604,0.9878465533256531,0.9959516525268555,0.9886972308158875,0.8043299317359924,0.21157898008823395,0.9512637257575989,0.9884293675422668,0.9884381890296936,0.9961445331573486
