epoch,accuracy,dice_coef,loss,lr,mean_io_u_3,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u_3,val_precision,val_sensitivity,val_specificity
0,0.9353097081184387,0.48618990182876587,0.5268974900245667,1e-04,0.6781357526779175,0.9486614465713501,0.9203144311904907,0.9852863550186157,0.9652800559997559,0.6500961184501648,0.35312002897262573,0.8772329092025757,0.965732991695404,0.9639641046524048,0.9885873198509216
1,0.9592418074607849,0.6354696154594421,0.3732638359069824,1e-04,0.7243618965148926,0.9598063230514526,0.9578237533569336,0.9866253137588501,0.964962899684906,0.7010324597358704,0.3024459779262543,0.6377195119857788,0.9649509787559509,0.9640196561813354,0.9883323311805725
2,0.970827579498291,0.7194105982780457,0.2854215204715729,1e-04,0.7641702890396118,0.9706189036369324,0.9700134992599487,0.990210235118866,0.9747403860092163,0.7345407009124756,0.27029526233673096,0.8457244634628296,0.9744608402252197,0.9739786982536316,0.9914897084236145
3,0.9753148555755615,0.7531837224960327,0.25377100706100464,1e-04,0.8045476078987122,0.974982500076294,0.9746501445770264,0.9916645288467407,0.9759503602981567,0.7565178275108337,0.2579481601715088,0.9087611436843872,0.9755716323852539,0.975432813167572,0.9918612241744995
4,0.9768961668014526,0.7501154541969299,0.2596697509288788,1e-04,0.8760042190551758,0.9765804409980774,0.9763200283050537,0.9921987056732178,0.9763980507850647,0.7434690594673157,0.2600954473018646,0.9025063514709473,0.976101815700531,0.9758115410804749,0.9920379519462585
5,0.9790717363357544,0.7706694602966309,0.23605497181415558,1e-04,0.8984590172767639,0.9787085056304932,0.9785363674163818,0.9929054379463196,0.9767659306526184,0.7592313289642334,0.24654905498027802,0.9045212268829346,0.9764770865440369,0.9762880802154541,0.9921628832817078
6,0.9793314933776855,0.7704433798789978,0.24003712832927704,1e-04,0.8637833595275879,0.9789968132972717,0.9788191914558411,0.9930001497268677,0.9794702529907227,0.779780387878418,0.22802643477916718,0.8063779473304749,0.9791080951690674,0.9789657592773438,0.9930395483970642
7,0.9809131622314453,0.7855750322341919,0.22574575245380402,1e-04,0.8625991344451904,0.9805544018745422,0.9804342985153198,0.9935195446014404,0.9803712964057922,0.7765350937843323,0.2294940948486328,0.8953118324279785,0.9800135493278503,0.9798285365104675,0.9933416843414307
8,0.9824652671813965,0.7981172204017639,0.21236389875411987,1e-04,0.9084557294845581,0.98210608959198,0.9820054769515991,0.9940367341041565,0.9794519543647766,0.778309166431427,0.23726212978363037,0.9213577508926392,0.9791425466537476,0.979091227054596,0.9930509328842163
9,0.9859176874160767,0.8191702961921692,0.19485057890415192,2e-05,0.906520664691925,0.9854973554611206,0.9854447245597839,0.9951665997505188,0.9837676882743835,0.8034281730651855,0.20843103528022766,0.9379356503486633,0.9834038019180298,0.9833585023880005,0.994469940662384
10,0.9862059950828552,0.8272547721862793,0.1828523725271225,2e-05,0.9219925999641418,0.9857826828956604,0.985737681388855,0.9952619671821594,0.9834046959877014,0.8034717440605164,0.2039176970720291,0.8953602313995361,0.9830116629600525,0.9829535484313965,0.9943394064903259
11,0.9873825311660767,0.8342926502227783,0.1820404976606369,2e-05,0.9169986248016357,0.9869598150253296,0.9869227409362793,0.9956548810005188,0.9847293496131897,0.8088083863258362,0.2031780481338501,0.9223918914794922,0.984350860118866,0.9843207597732544,0.9947863221168518
12,0.9880254864692688,0.8450591564178467,0.169974684715271,2e-05,0.9205485582351685,0.9875982999801636,0.9875665903091431,0.9958673715591431,0.9850821495056152,0.8123031258583069,0.20039598643779755,0.9308698177337646,0.9846967458724976,0.9846680760383606,0.9949017763137817
13,0.9878498315811157,0.8436639904975891,0.17886319756507874,2e-05,0.9295840859413147,0.9874236583709717,0.9873928427696228,0.9958088994026184,0.9845227599143982,0.8105133771896362,0.20012637972831726,0.9305009245872498,0.9841474890708923,0.9841216802597046,0.9947177767753601
14,0.9884393811225891,0.8502023220062256,0.16892629861831665,2e-05,0.932197093963623,0.9880120754241943,0.9879936575889587,0.9960063099861145,0.9835492372512817,0.8108764886856079,0.20231111347675323,0.9208360910415649,0.9832044839859009,0.9831969738006592,0.9944031238555908
15,0.9888147711753845,0.8479024767875671,0.17613257467746735,2e-05,0.9399905204772949,0.9883987307548523,0.9883882999420166,0.9961341023445129,0.9843401312828064,0.8137933611869812,0.2046952247619629,0.9644391536712646,0.984022319316864,0.9840270280838013,0.9946756362915039
16,0.9892078638076782,0.8604163527488708,0.1581817865371704,4e-06,0.9687861204147339,0.9888148307800293,0.9888180494308472,0.9962741732597351,0.9847423434257507,0.8178114891052246,0.19970710575580597,0.9685878157615662,0.9844272136688232,0.9844379425048828,0.994811475276947
17,0.9892940521240234,0.8613702654838562,0.16227473318576813,4e-06,0.9739010334014893,0.9889200925827026,0.9889290928840637,0.9963089823722839,0.9848650693893433,0.8250925540924072,0.1987961083650589,0.9740656614303589,0.9845715165138245,0.9845923185348511,0.9948597550392151
18,0.9894806742668152,0.8672766089439392,0.14990603923797607,4e-06,0.9769490361213684,0.9891277551651001,0.9891396164894104,0.9963775277137756,0.9848977327346802,0.8239144682884216,0.19960905611515045,0.9754171371459961,0.9846109747886658,0.9846334457397461,0.9948739409446716
19,0.9897330403327942,0.870551347732544,0.1422109454870224,4e-06,0.9773423075675964,0.9893760681152344,0.9893936514854431,0.9964603185653687,0.9853140115737915,0.8260828256607056,0.1933593600988388,0.9729411602020264,0.9850178956985474,0.9850396513938904,0.9950072765350342
20,0.9891911745071411,0.867777407169342,0.1485184133052826,4e-06,0.973044216632843,0.9888387322425842,0.9888554215431213,0.9962815046310425,0.9850470423698425,0.8253825902938843,0.19471566379070282,0.9690241813659668,0.9847472310066223,0.9847671389579773,0.9949178695678711
21,0.9897474050521851,0.8749684691429138,0.14000104367733002,4e-06,0.9691867828369141,0.9893767833709717,0.9893941283226013,0.9964600205421448,0.9846842885017395,0.8235869407653809,0.19850517809391022,0.9680377244949341,0.9843958020210266,0.9844218492507935,0.9948003888130188
22,0.9896441102027893,0.8752033114433289,0.1380673348903656,1e-06,0.9705772399902344,0.9892780780792236,0.9892939329147339,0.9964280724525452,0.9853768348693848,0.8253570795059204,0.1933394968509674,0.9678179025650024,0.9850752353668213,0.9850992560386658,0.9950270056724548
23,0.9897409677505493,0.8728974461555481,0.14423030614852905,1e-06,0.9680578112602234,0.9893624782562256,0.9893822073936462,0.9964556097984314,0.9854102730751038,0.8270124197006226,0.19125314056873322,0.9645829200744629,0.9851052761077881,0.9851274490356445,0.9950374960899353
24,0.9899004697799683,0.8736885190010071,0.13896974921226501,1e-06,0.9661200046539307,0.9895201325416565,0.9895375967025757,0.9965072870254517,0.9853275418281555,0.8268781304359436,0.19283592700958252,0.9645630121231079,0.985023558139801,0.9850454926490784,0.9950100779533386
25,0.9898888468742371,0.8781384825706482,0.1372450590133667,1e-06,0.9660372138023376,0.9895200729370117,0.989532470703125,0.9965084791183472,0.9854717254638672,0.8274971842765808,0.1908864825963974,0.963196873664856,0.9851621985435486,0.9851832985877991,0.9950566291809082
26,0.9898340106010437,0.8740901350975037,0.13644073903560638,1e-06,0.965135931968689,0.9894536733627319,0.9894710779190063,0.996486485004425,0.9854340553283691,0.8264486193656921,0.19042077660560608,0.9606562852859497,0.9851226210594177,0.985144317150116,0.9950429797172546
27,0.9899359941482544,0.874936044216156,0.1350851058959961,1e-06,0.9614920616149902,0.9895511269569397,0.9895642995834351,0.9965192675590515,0.9854112267494202,0.8265608549118042,0.1905956119298935,0.9588031768798828,0.9850974678993225,0.9851179122924805,0.9950354695320129
28,0.989896297454834,0.8746716976165771,0.13530562818050385,1e-06,0.9628757834434509,0.9895099997520447,0.9895280003547668,0.9965049028396606,0.9855704307556152,0.8273276686668396,0.18957951664924622,0.9577188491821289,0.9852537512779236,0.985274076461792,0.9950878024101257
29,0.9900321960449219,0.8804143667221069,0.1314897984266281,1e-06,0.9608449935913086,0.9896401762962341,0.9896547794342041,0.9965482354164124,0.9855238199234009,0.8272123336791992,0.18937470018863678,0.9593114852905273,0.9852117300033569,0.985233724117279,0.9950729012489319
30,0.9900124669075012,0.8728894591331482,0.13995115458965302,1e-06,0.9620410203933716,0.9896302223205566,0.989647626876831,0.9965445399284363,0.9856796264648438,0.8279897570610046,0.1882186383008957,0.958842933177948,0.9853635430335999,0.9853821992874146,0.9951236844062805
31,0.9899393320083618,0.8781776428222656,0.13280849158763885,1e-06,0.9600298404693604,0.9895567893981934,0.9895704388618469,0.9965200424194336,0.9855139851570129,0.8276723623275757,0.1888519823551178,0.9569740295410156,0.9851994514465332,0.9852204322814941,0.995069682598114
32,0.9900880455970764,0.8778908252716064,0.13371622562408447,1e-06,0.9597727060317993,0.9896991848945618,0.9897122979164124,0.9965685606002808,0.9855697751045227,0.8273504972457886,0.18913817405700684,0.9557086229324341,0.9852559566497803,0.9852768778800964,0.9950876832008362
33,0.9900141954421997,0.8747445344924927,0.1384023129940033,1e-06,0.9606500864028931,0.9896277785301208,0.9896454215049744,0.996544599533081,0.9856621026992798,0.8271006345748901,0.1883922666311264,0.9559973478317261,0.9853479862213135,0.985369086265564,0.9951188564300537
34,0.9900677800178528,0.8763144612312317,0.13645993173122406,1e-06,0.9583746194839478,0.98967444896698,0.989688515663147,0.9965595602989197,0.9856091141700745,0.827843189239502,0.18895721435546875,0.953031063079834,0.9852891564369202,0.9853093028068542,0.9950989484786987
35,0.9900487065315247,0.8732134103775024,0.1380244642496109,1e-06,0.9577004909515381,0.9896578192710876,0.9896746277809143,0.9965531826019287,0.9856257438659668,0.8284499049186707,0.18849624693393707,0.9544008374214172,0.9853094220161438,0.9853294491767883,0.9951056838035583
36,0.9901137351989746,0.8740831613540649,0.1377825140953064,1e-06,0.9574853181838989,0.9897288084030151,0.9897452592849731,0.9965770840644836,0.9857156276702881,0.8280743956565857,0.1882917284965515,0.9541530609130859,0.9853952527046204,0.9854130744934082,0.9951338171958923
37,0.9899552464485168,0.876405656337738,0.13564275205135345,1e-06,0.9557434320449829,0.989558756351471,0.9895704388618469,0.9965206980705261,0.985544741153717,0.8281314969062805,0.1885574460029602,0.9537129998207092,0.9852290153503418,0.985249400138855,0.9950791597366333
38,0.990102231502533,0.8764111995697021,0.13578219711780548,1e-06,0.958389401435852,0.9897144436836243,0.9897310733795166,0.9965738654136658,0.9855249524116516,0.827166736125946,0.18943850696086884,0.9539612531661987,0.9852111339569092,0.9852331876754761,0.9950737953186035
39,0.9900997877120972,0.8760519027709961,0.13580620288848877,1e-06,0.9576295018196106,0.9897111058235168,0.9897269010543823,0.9965718984603882,0.9856030941009521,0.8279014825820923,0.18840442597866058,0.9525297284126282,0.9852850437164307,0.9853051900863647,0.9950975179672241
40,0.9900460839271545,0.8755174875259399,0.13505995273590088,1e-06,0.9582282900810242,0.9896534085273743,0.9896703958511353,0.9965525269508362,0.9856578707695007,0.827976644039154,0.1883760541677475,0.9547359943389893,0.9853440523147583,0.9853653311729431,0.995117723941803
41,0.9903936386108398,0.8793954849243164,0.1309834122657776,1e-06,0.9587069749832153,0.9900045990943909,0.9900238513946533,0.9966698288917542,0.9856338500976562,0.8283031582832336,0.1879170835018158,0.9532199501991272,0.9853159189224243,0.9853377938270569,0.9951090216636658
